ID,Semente,Germinação (%),Vigor (%),Pureza (%),Viabilidade (%),Umidade (%),Qualidade Geral (%)
17682,Soja,88,68,85,80,11,74.9
17683,Soja,90,99,99,75,15,84.6
17684,Soja,83,77,78,74,11,72.7
17685,Soja,99,66,71,65,13,74.8
17686,Soja,78,84,97,70,12,75.60000000000001
17687,Soja,79,96,89,82,13,78.10000000000001
17688,Soja,73,90,75,90,15,72.7
17689,Soja,62,99,100,70,12,72.8
17690,Soja,83,72,77,68,11,70.89999999999999
17691,Soja,87,88,71,67,15,74.80000000000001
17692,Soja,90,79,84,60,13,75.89999999999999
17693,Soja,97,72,95,94,14,83.00000000000001
17694,Soja,94,85,76,92,13,80.3
17695,Soja,79,71,81,60,13,69.3
17696,Soja,64,92,85,61,12,68.3
17697,Soja,75,90,71,91,10,72.3
17698,Soja,77,97,76,95,10,75.9
17699,Soja,72,81,76,74,12,68.80000000000001
17700,Soja,82,61,90,93,11,73.4
17701,Soja,93,63,72,66,13,72.1
17702,Soja,100,100,93,83,13,88.19999999999999
17703,Soja,77,78,86,87,10,73.30000000000001
17704,Soja,83,83,91,94,11,78.5
17705,Soja,85,89,100,89,12,81.9
17706,Soja,67,94,84,80,15,71.9
17707,Soja,80,90,87,64,14,75.20000000000002
17708,Soja,85,69,74,89,11,72.6
17709,Soja,65,67,99,64,14,67.00000000000001
17710,Soja,95,99,77,95,10,83.7
17711,Soja,66,66,78,77,11,64.0
17712,Soja,92,88,100,82,14,84.00000000000001
17713,Soja,95,68,98,71,15,79.8
17714,Soja,99,67,81,93,12,79.7
17715,Soja,76,81,71,65,10,68.30000000000001
17716,Soja,71,98,75,87,10,72.7
17717,Soja,82,84,98,78,15,78.50000000000001
17718,Soja,97,69,87,82,15,79.70000000000002
17719,Soja,75,92,85,96,12,76.2
17720,Soja,83,64,87,96,10,74.0
17721,Soja,66,74,94,80,10,69.0
17722,Soja,100,80,74,65,15,78.8
17723,Soja,61,89,79,88,13,68.1
17724,Soja,92,93,84,82,14,81.80000000000001
17725,Soja,68,98,70,67,12,68.7
17726,Soja,63,64,88,97,11,66.39999999999999
17727,Soja,98,68,75,67,12,75.70000000000002
17728,Soja,67,97,100,83,12,75.7
17729,Soja,91,67,76,71,14,73.5
17730,Soja,94,84,98,80,14,83.4
17731,Soja,93,86,95,85,12,83.10000000000001
17732,Soja,99,99,83,91,13,86.39999999999999
17733,Soja,73,95,77,92,10,73.8
17734,Soja,73,91,72,73,10,70.10000000000001
17735,Soja,99,71,71,75,14,76.9
17736,Soja,67,68,70,94,13,65.10000000000001
17737,Soja,60,60,85,88,13,63.099999999999994
17738,Soja,62,82,98,68,14,69.00000000000001
17739,Soja,78,75,94,79,15,74.4
17740,Soja,66,87,85,88,14,71.00000000000001
17741,Soja,90,99,98,74,12,84.00000000000001
17742,Soja,72,64,83,85,15,68.2
17743,Soja,91,60,70,89,11,72.39999999999999
17744,Soja,87,70,71,69,14,71.30000000000001
17745,Soja,89,65,80,67,15,72.8
17746,Soja,89,82,89,99,15,81.2
17747,Soja,76,88,91,80,13,75.5
17748,Soja,75,74,84,71,11,69.79999999999998
17749,Soja,100,94,85,82,10,85.0
17750,Soja,89,64,82,82,15,74.50000000000001
17751,Soja,97,63,73,81,14,75.5
17752,Soja,76,94,100,86,13,79.1
17753,Soja,95,81,72,78,14,77.80000000000001
17754,Soja,61,88,72,71,13,64.8
17755,Soja,95,94,73,80,10,80.4
17756,Soja,71,94,96,76,14,75.4
17757,Soja,76,90,72,82,11,72.1
17758,Soja,94,68,79,81,13,76.39999999999999
17759,Soja,61,84,70,61,15,62.800000000000004
17760,Soja,76,92,99,97,14,79.70000000000002
17761,Soja,74,89,83,74,15,72.9
17762,Soja,76,95,84,80,11,75.3
17763,Soja,79,78,91,78,11,74.3
17764,Soja,75,100,81,70,10,74.2
17765,Soja,69,68,76,73,13,65.0
17766,Soja,87,99,75,60,15,77.10000000000001
17767,Soja,82,73,85,96,13,75.3
17768,Soja,61,63,93,85,15,65.6
17769,Soja,71,91,75,62,12,69.0
17770,Soja,71,88,72,80,12,69.60000000000001
17771,Soja,94,66,87,64,13,75.9
17772,Soja,99,98,91,69,14,85.70000000000002
17773,Soja,92,100,71,85,13,80.8
17774,Soja,90,61,84,76,14,74.0
17775,Soja,62,71,88,74,12,65.2
17776,Soja,62,87,90,66,15,68.3
17777,Soja,68,97,91,91,12,75.10000000000001
17778,Soja,89,83,90,67,14,78.30000000000001
17779,Soja,62,68,88,81,12,65.30000000000001
17780,Soja,77,89,93,83,11,76.6
17781,Soja,82,93,99,100,15,82.7
17782,Soja,87,82,79,60,14,74.4
17783,Soja,88,78,88,89,10,78.30000000000001
17784,Soja,76,69,91,76,13,71.3
17785,Soja,68,72,88,91,12,69.5
17786,Soja,61,89,91,71,12,68.7
17787,Soja,90,82,99,68,12,80.2
17788,Soja,68,68,91,93,15,69.8
17789,Soja,64,91,99,68,12,71.6
17790,Soja,70,62,95,78,12,68.4
17791,Soja,69,91,87,68,13,71.3
17792,Soja,62,90,72,83,14,66.9
17793,Soja,81,62,94,85,14,73.5
17794,Soja,97,100,80,79,15,84.20000000000002
17795,Soja,95,79,93,99,11,83.4
17796,Soja,72,82,74,74,11,68.5
17797,Soja,61,92,97,67,15,70.4
17798,Soja,95,91,88,78,10,82.60000000000001
17799,Soja,66,69,87,72,14,66.20000000000002
17800,Soja,92,98,72,96,14,81.80000000000001
17801,Soja,98,96,75,73,12,81.9
17802,Soja,62,90,71,87,11,66.8
17803,Soja,90,66,75,93,12,74.7
17804,Soja,82,76,71,93,13,72.80000000000001
17805,Soja,88,64,80,68,11,71.89999999999999
17806,Soja,75,68,87,90,12,71.2
17807,Soja,68,67,96,65,12,67.50000000000001
17808,Soja,98,68,99,72,11,80.9
17809,Soja,61,70,89,80,14,65.60000000000001
17810,Soja,73,64,96,95,10,71.7
17811,Soja,74,95,76,63,14,71.50000000000001
17812,Soja,81,82,80,63,14,72.5
17813,Soja,69,60,73,95,12,64.9
17814,Soja,81,97,83,68,14,76.60000000000001
17815,Soja,64,67,97,100,14,69.80000000000001
17816,Soja,99,64,96,67,14,79.70000000000002
17817,Soja,92,75,75,90,10,76.80000000000001
17818,Soja,93,94,97,88,10,85.2
17819,Soja,87,90,70,69,15,75.20000000000002
17820,Soja,73,96,93,68,13,75.1
17821,Soja,65,71,72,64,13,62.3
17822,Soja,62,65,96,78,14,66.2
17823,Soja,97,89,92,94,11,85.50000000000001
17824,Soja,83,99,92,60,10,78.4
17825,Soja,82,64,73,73,12,68.70000000000002
17826,Soja,68,78,76,95,14,68.9
17827,Soja,88,85,90,68,15,78.5
17828,Soja,81,67,100,78,12,74.8
17829,Soja,85,98,73,63,12,75.7
17830,Soja,95,60,86,64,14,75.00000000000001
17831,Soja,78,62,76,62,11,66.1
17832,Soja,85,97,97,90,15,83.30000000000001
17833,Soja,72,86,89,86,14,73.8
17834,Soja,77,88,94,94,10,77.60000000000001
17835,Soja,90,100,99,62,10,83.0
17836,Soja,62,85,80,98,15,69.1
17837,Soja,86,75,71,78,11,72.5
17838,Soja,63,64,71,95,13,63.0
17839,Soja,80,97,86,81,10,77.7
17840,Soja,96,67,82,99,13,79.4
17841,Soja,96,97,90,63,15,83.60000000000001
17842,Soja,61,75,82,73,13,64.4
17843,Soja,81,80,99,64,13,75.9
17844,Soja,79,70,100,73,10,73.89999999999999
17845,Soja,93,85,73,95,10,79.30000000000001
17846,Soja,87,75,91,69,12,76.10000000000001
17847,Soja,82,66,100,81,14,75.5
17848,Soja,81,72,84,89,14,73.9
17849,Soja,67,92,99,74,12,73.60000000000001
17850,Soja,64,88,82,61,10,66.7
17851,Soja,64,95,74,81,14,68.9
17852,Soja,83,84,87,63,11,74.8
17853,Soja,65,81,74,92,10,67.2
17854,Soja,78,65,81,77,15,69.60000000000001
17855,Soja,67,69,92,90,10,69.0
17856,Soja,98,68,91,62,14,78.60000000000001
17857,Soja,62,83,98,89,13,71.2
17858,Soja,66,62,98,91,15,69.0
17859,Soja,80,98,75,73,10,74.89999999999999
17860,Soja,87,70,90,78,15,76.10000000000001
17861,Soja,78,62,80,79,10,68.5
17862,Soja,74,91,92,60,12,73.4
17863,Soja,61,74,81,67,10,63.10000000000001
17864,Soja,72,92,77,65,15,70.6
17865,Soja,99,86,100,96,11,87.5
17866,Soja,93,65,83,99,10,77.70000000000002
17867,Soja,77,83,76,93,14,73.30000000000001
17868,Soja,81,71,88,70,10,72.2
17869,Soja,62,96,89,68,13,69.89999999999999
17870,Soja,92,63,74,63,14,71.9
17871,Soja,75,94,71,76,11,71.69999999999999
17872,Soja,61,94,70,84,13,66.9
17873,Soja,92,60,70,76,12,71.60000000000001
17874,Soja,84,62,93,90,13,74.89999999999999
17875,Soja,67,80,75,79,12,66.9
17876,Soja,65,90,76,70,12,67.4
17877,Soja,80,87,88,97,15,78.2
17878,Soja,71,80,82,69,14,69.10000000000002
17879,Soja,75,82,92,93,15,75.60000000000001
17880,Soja,74,77,100,74,12,73.60000000000001
17881,Soja,92,70,84,78,12,76.60000000000001
17882,Soja,88,96,80,95,12,81.10000000000001
17883,Soja,73,81,96,95,13,75.4
17884,Soja,64,85,99,75,10,70.9
17885,Soja,77,92,91,87,12,77.30000000000001
17886,Soja,63,74,77,92,15,66.1
17887,Soja,69,84,82,92,10,71.00000000000001
17888,Soja,66,87,72,70,11,66.3
17889,Soja,75,74,71,65,12,66.7
17890,Soja,88,61,75,72,12,70.80000000000001
17891,Soja,62,86,84,65,11,66.39999999999999
17892,Soja,100,80,79,77,13,80.8
17893,Soja,94,63,91,82,12,77.80000000000001
17894,Soja,74,74,75,63,10,66.7
17895,Soja,72,91,99,78,15,76.1
17896,Soja,94,70,84,88,11,78.3
17897,Soja,72,90,86,75,13,72.8
17898,Soja,62,91,91,86,13,71.1
17899,Soja,67,93,87,72,13,71.30000000000001
17900,Soja,99,81,78,74,14,80.20000000000002
17901,Soja,83,60,85,74,12,70.80000000000001
17902,Soja,93,95,77,100,11,82.7
17903,Soja,69,87,91,91,10,73.3
17904,Soja,95,90,98,90,14,86.0
17905,Soja,69,68,90,67,13,67.2
17906,Soja,79,68,73,94,13,70.5
17907,Soja,70,60,95,89,15,69.4
17908,Soja,83,97,88,60,10,77.20000000000002
17909,Soja,90,74,72,81,10,74.3
17910,Soja,72,61,84,86,11,67.49999999999999
17911,Soja,78,93,84,63,11,74.0
17912,Soja,70,70,99,71,13,70.19999999999999
17913,Soja,72,74,83,95,12,70.9
17914,Soja,100,76,92,73,12,82.10000000000001
17915,Soja,100,61,82,86,14,78.60000000000001
17916,Soja,70,90,83,82,15,72.3
17917,Soja,83,61,73,83,14,69.70000000000002
17918,Soja,72,96,96,84,12,76.80000000000001
17919,Soja,63,79,90,94,13,69.7
17920,Soja,88,95,84,94,15,81.9
17921,Soja,71,74,93,71,15,70.4
17922,Soja,72,77,97,71,13,72.0
17923,Soja,92,90,92,96,15,84.30000000000001
17924,Soja,66,74,70,70,10,63.2
17925,Soja,83,77,71,75,10,71.30000000000001
17926,Soja,84,100,72,66,15,76.1
17927,Soja,76,63,83,82,12,69.0
17928,Soja,90,66,100,64,12,76.80000000000001
17929,Soja,84,98,98,61,11,80.0
17930,Soja,61,66,100,89,13,67.8
17931,Soja,61,90,71,74,14,65.40000000000002
17932,Soja,97,85,87,82,11,82.5
17933,Soja,64,75,74,71,15,64.0
17934,Soja,71,92,86,64,10,71.4
17935,Soja,94,94,86,92,10,83.80000000000001
17936,Soja,89,64,82,96,15,75.9
17937,Soja,94,99,78,88,12,83.0
17938,Soja,84,94,81,98,11,79.5
17939,Soja,72,89,77,73,14,70.7
17940,Soja,89,76,85,92,13,78.30000000000001
17941,Soja,75,66,94,74,15,70.9
17942,Soja,92,96,92,64,15,82.30000000000001
17943,Soja,87,80,82,86,13,77.1
17944,Soja,91,77,83,95,14,79.30000000000001
17945,Soja,68,69,88,83,11,68.0
17946,Soja,77,72,100,89,13,75.4
17947,Soja,72,90,100,73,10,75.1
17948,Soja,67,65,98,81,12,68.7
17949,Soja,71,80,93,64,12,70.60000000000001
17950,Soja,70,87,92,72,12,72.20000000000002
17951,Soja,91,83,82,81,15,79.0
17952,Soja,84,60,89,80,14,72.80000000000001
17953,Soja,69,89,95,89,14,74.70000000000002
17954,Soja,74,76,79,97,12,71.50000000000001
17955,Soja,99,63,83,65,11,76.4
17956,Soja,83,71,77,61,14,70.30000000000001
17957,Soja,83,85,100,77,11,79.0
17958,Soja,87,70,80,72,15,73.50000000000001
17959,Soja,73,71,88,68,14,69.20000000000002
17960,Soja,82,63,81,100,10,72.60000000000001
17961,Soja,99,65,98,85,11,81.8
17962,Soja,91,75,98,88,13,81.1
17963,Soja,78,66,94,82,13,72.7
17964,Soja,61,72,70,68,15,61.10000000000001
17965,Soja,96,78,88,84,13,81.30000000000001
17966,Soja,97,73,70,85,13,77.2
17967,Soja,83,67,97,78,11,74.89999999999999
17968,Soja,94,74,74,78,11,76.1
17969,Soja,82,88,84,87,15,77.4
17970,Soja,97,99,75,76,10,82.2
17971,Soja,88,76,73,60,14,72.4
17972,Soja,74,82,90,64,13,71.7
17973,Soja,94,75,82,84,14,78.80000000000001
17974,Soja,100,63,89,77,12,79.30000000000001
17975,Soja,97,93,76,95,14,83.50000000000001
17976,Soja,73,83,97,60,12,72.4
17977,Soja,72,80,96,85,14,73.9
17978,Soja,78,68,91,91,12,73.3
17979,Soja,83,81,71,92,14,74.20000000000002
17980,Soja,61,65,91,67,11,63.40000000000001
17981,Soja,60,63,74,73,14,60.1
17982,Soja,90,60,89,87,14,75.9
17983,Soja,78,84,73,86,15,72.7
17984,Soja,86,89,89,79,12,79.10000000000001
17985,Soja,90,92,91,73,13,81.2
17986,Soja,95,87,86,95,12,83.30000000000001
17987,Soja,76,96,100,90,15,80.10000000000001
17988,Soja,64,67,73,99,14,64.9
17989,Soja,67,62,78,92,14,65.4
17990,Soja,92,93,70,75,15,78.4
17991,Soja,60,89,90,82,11,69.1
17992,Soja,99,78,70,68,15,77.5
17993,Soja,79,63,100,84,12,73.80000000000001
17994,Soja,99,60,87,69,10,76.9
17995,Soja,73,79,71,84,15,69.10000000000001
17996,Soja,61,81,80,86,14,66.60000000000001
17997,Soja,72,99,71,96,14,73.80000000000001
17998,Soja,77,67,73,84,14,68.60000000000001
17999,Soja,88,99,88,80,11,81.69999999999999
18000,Soja,82,93,71,87,13,75.60000000000001
18001,Soja,62,76,82,66,11,64.10000000000001
18002,Soja,88,91,83,68,12,78.0
18003,Soja,88,99,70,66,10,76.6
18004,Soja,91,68,97,71,10,77.5
18005,Soja,100,98,89,90,12,87.60000000000001
18006,Soja,85,95,92,87,10,81.10000000000001
18007,Soja,96,100,99,70,10,86.2
18008,Soja,60,64,85,90,14,64.2
18009,Soja,90,67,100,98,11,80.3
18010,Soja,68,75,71,84,13,66.10000000000001
18011,Soja,63,87,95,61,12,68.9
18012,Soja,61,89,77,67,14,65.7
18013,Soja,93,86,78,88,12,80.0
18014,Soja,62,96,82,89,15,70.80000000000001
18015,Soja,60,93,81,90,11,68.89999999999999
18016,Soja,73,61,80,68,14,65.60000000000001
18017,Soja,82,75,84,79,15,74.00000000000001
18018,Soja,83,72,87,62,15,72.7
18019,Soja,69,99,81,95,15,74.60000000000001
18020,Soja,90,98,84,93,11,82.8
18021,Soja,65,76,90,82,15,68.9
18022,Soja,66,74,83,88,15,68.10000000000001
18023,Soja,74,72,70,98,13,69.1
18024,Soja,75,84,94,97,13,76.6
18025,Soja,97,89,92,75,10,83.50000000000001
18026,Soja,77,79,77,81,11,71.19999999999999
18027,Soja,96,83,82,79,12,80.50000000000001
18028,Soja,75,76,82,73,10,69.9
18029,Soja,78,100,77,65,14,74.50000000000001
18030,Soja,99,100,93,95,12,88.9
18031,Soja,83,73,76,91,13,73.4
18032,Soja,75,67,82,67,11,67.6
18033,Soja,88,88,96,65,13,79.8
18034,Soja,69,92,73,61,15,68.2
18035,Soja,78,89,93,69,12,75.7
18036,Soja,84,93,80,65,15,76.2
18037,Soja,91,84,82,77,15,78.80000000000001
18038,Soja,62,60,99,70,11,64.69999999999999
18039,Soja,96,88,94,100,13,86.10000000000001
18040,Soja,69,73,84,61,12,66.3
18041,Soja,68,66,97,60,12,67.00000000000001
18042,Soja,76,97,97,91,12,79.5
18043,Soja,71,94,88,99,12,75.90000000000002
18044,Soja,84,93,74,83,10,76.3
18045,Soja,84,89,95,71,13,78.8
18046,Soja,99,98,78,64,14,82.60000000000002
18047,Soja,65,61,90,88,15,66.5
18048,Soja,75,85,94,64,12,73.4
18049,Soja,65,68,86,71,14,65.3
18050,Soja,84,70,85,89,14,74.9
18051,Soja,82,77,80,96,12,75.00000000000001
18052,Soja,87,85,99,99,10,82.50000000000001
18053,Soja,79,65,90,92,15,73.3
18054,Soja,92,96,89,79,13,83.00000000000001
18055,Soja,97,83,73,84,11,79.5
18056,Soja,60,70,70,66,14,60.0
18057,Soja,60,75,92,83,12,66.9
18058,Soja,73,92,75,65,11,70.2
18059,Soja,97,93,77,60,12,80.00000000000001
18060,Soja,86,85,74,88,10,76.0
18061,Soja,70,72,75,84,14,67.2
18062,Soja,74,64,88,63,11,67.4
18063,Soja,93,88,71,88,15,79.3
18064,Soja,100,78,76,71,14,79.3
18065,Soja,74,67,84,77,13,68.8
18066,Soja,86,73,77,87,14,74.50000000000001
18067,Soja,100,96,85,68,10,84.0
18068,Soja,69,92,78,83,12,71.10000000000001
18069,Soja,60,70,73,90,10,62.6
18070,Soja,65,79,79,98,10,68.39999999999999
18071,Soja,70,87,82,95,10,72.30000000000001
18072,Soja,98,68,92,88,13,81.3
18073,Soja,62,90,93,62,13,68.89999999999999
18074,Soja,75,74,83,68,10,69.2
18075,Soja,79,87,76,85,13,74.0
18076,Soja,81,67,76,65,10,68.5
18077,Soja,76,85,81,96,13,74.50000000000001
18078,Soja,100,65,81,81,14,78.7
18079,Soja,64,69,91,84,10,67.00000000000001
18080,Soja,74,77,83,76,10,70.2
18081,Soja,93,95,77,69,15,80.00000000000001
18082,Soja,69,95,89,99,13,75.60000000000001
18083,Soja,100,89,94,76,15,85.69999999999999
18084,Soja,61,80,83,66,14,65.00000000000001
18085,Soja,91,70,84,82,10,76.4
18086,Soja,77,93,75,100,11,75.5
18087,Soja,71,66,98,100,11,72.3
18088,Soja,69,86,99,73,12,73.1
18089,Soja,75,67,75,75,13,67.2
18090,Soja,73,94,91,81,12,75.5
18091,Soja,91,93,80,94,15,81.9
18092,Soja,79,92,96,87,13,79.2
18093,Soja,72,90,71,68,14,69.2
18094,Soja,97,73,96,85,11,82.2
18095,Soja,73,94,87,66,14,73.4
18096,Soja,90,73,83,61,12,74.5
18097,Soja,74,93,87,95,14,76.50000000000001
18098,Soja,94,79,86,60,10,77.60000000000001
18099,Soja,84,67,74,91,11,71.99999999999999
18100,Soja,94,75,93,72,14,79.80000000000001
18101,Soja,63,85,82,81,15,68.2
18102,Soja,98,71,87,86,13,80.7
18103,Soja,66,68,91,93,12,68.7
18104,Soja,71,61,74,97,12,66.30000000000001
18105,Soja,73,81,79,68,14,69.4
18106,Soja,70,68,70,92,15,66.3
18107,Soja,99,97,86,60,14,83.60000000000001
18108,Soja,96,98,87,89,14,85.70000000000002
18109,Soja,100,96,80,61,11,82.39999999999999
18110,Soja,64,86,70,65,15,64.8
18111,Soja,67,90,96,81,15,73.6
18112,Soja,65,74,79,78,12,65.6
18113,Soja,73,91,82,89,13,74.00000000000001
18114,Soja,98,86,82,86,11,82.5
18115,Soja,97,74,73,89,11,78.20000000000002
18116,Soja,65,82,78,76,11,66.7
18117,Soja,91,92,70,77,14,77.9
18118,Soja,72,65,71,75,12,64.7
18119,Soja,82,74,78,97,12,74.10000000000001
18120,Soja,63,89,82,61,10,66.5
18121,Soja,73,93,90,98,11,76.7
18122,Soja,84,98,92,82,12,81.00000000000001
18123,Soja,91,67,86,82,10,76.2
18124,Soja,83,97,75,72,14,76.20000000000002
18125,Soja,71,94,99,75,14,75.9
18126,Soja,100,80,71,89,13,80.4
18127,Soja,69,75,93,84,14,71.00000000000001
18128,Soja,66,83,76,83,13,67.8
18129,Soja,60,90,93,94,13,71.3
18130,Soja,91,92,100,82,15,84.5
18131,Soja,90,91,71,72,12,76.80000000000001
18132,Soja,84,63,77,79,13,70.8
18133,Soja,100,63,81,65,10,76.3
18134,Soja,96,65,72,86,12,75.60000000000001
18135,Soja,96,70,94,91,12,81.5
18136,Soja,61,96,71,88,13,67.9
18137,Soja,78,66,81,75,13,69.4
18138,Soja,89,63,100,71,14,76.7
18139,Soja,62,78,95,86,13,69.3
18140,Soja,66,89,92,92,15,73.30000000000001
18141,Soja,74,60,83,88,15,68.5
18142,Soja,82,88,94,66,14,77.2
18143,Soja,98,76,86,99,15,83.00000000000001
18144,Soja,69,76,88,72,14,69.00000000000001
18145,Soja,63,63,84,64,13,62.300000000000004
18146,Soja,75,90,98,65,12,75.3
18147,Soja,76,95,93,62,11,75.3
18148,Soja,63,99,96,91,10,74.3
18149,Soja,63,94,95,84,15,72.9
18150,Soja,78,72,84,85,11,72.0
18151,Soja,62,89,77,77,12,66.9
18152,Soja,76,61,85,62,13,67.1
18153,Soja,60,66,93,84,11,65.3
18154,Soja,95,67,92,69,15,78.2
18155,Soja,72,65,87,92,13,69.7
18156,Soja,61,77,88,61,12,64.7
18157,Soja,85,69,78,68,15,71.7
18158,Soja,92,95,98,78,10,84.2
18159,Soja,99,89,93,73,11,84.39999999999999
18160,Soja,84,96,89,66,14,78.60000000000001
18161,Soja,80,88,85,80,11,75.69999999999999
18162,Soja,93,86,83,75,11,79.6
18163,Soja,93,67,88,62,13,75.7
18164,Soja,85,89,88,99,12,80.50000000000001
18165,Soja,77,87,88,62,10,73.00000000000001
18166,Soja,97,61,71,85,15,75.2
18167,Soja,68,67,88,79,10,67.10000000000001
18168,Soja,70,66,89,86,14,69.0
18169,Soja,93,73,73,69,10,74.30000000000001
18170,Soja,65,94,96,85,15,74.0
18171,Soja,95,74,93,69,12,79.50000000000001
18172,Soja,89,89,72,75,10,76.30000000000001
18173,Soja,73,61,79,87,13,67.2
18174,Soja,78,91,97,91,13,79.2
18175,Soja,92,94,92,83,13,83.60000000000001
18176,Soja,77,62,96,89,13,72.60000000000001
18177,Soja,90,70,93,86,15,78.69999999999999
18178,Soja,81,61,72,93,10,69.3
18179,Soja,98,65,85,78,11,78.1
18180,Soja,84,85,87,80,13,77.3
18181,Soja,71,67,96,65,15,69.0
18182,Soja,85,63,98,95,10,76.7
18183,Soja,68,82,99,78,13,72.5
18184,Soja,90,95,90,63,11,80.39999999999999
18185,Soja,94,85,97,79,13,83.2
18186,Soja,65,91,95,93,11,73.6
18187,Soja,95,80,81,85,15,80.2
18188,Soja,91,80,76,74,13,76.3
18189,Soja,70,97,76,92,10,72.80000000000001
18190,Soja,74,72,94,75,11,71.39999999999999
18191,Soja,67,73,71,82,15,65.30000000000001
18192,Soja,70,80,89,82,13,71.3
18193,Soja,77,64,77,69,14,67.30000000000001
18194,Soja,69,74,75,93,12,67.9
18195,Soja,72,78,79,99,15,71.60000000000001
18196,Soja,79,98,70,63,13,72.8
18197,Soja,73,63,85,82,15,68.5
18198,Soja,81,80,71,61,14,70.10000000000001
18199,Soja,90,76,76,98,10,77.2
18200,Soja,60,77,85,83,12,65.9
18201,Soja,61,76,79,72,14,64.00000000000001
18202,Soja,76,74,77,87,11,70.39999999999999
18203,Soja,90,93,88,62,11,79.5
18204,Soja,87,91,71,68,11,75.1
18205,Soja,64,100,79,88,14,71.60000000000001
18206,Soja,71,81,99,86,13,74.3
18207,Soja,61,61,89,63,10,61.7
18208,Soja,70,79,72,97,14,69.3
18209,Soja,60,99,94,71,13,70.99999999999999
18210,Soja,82,94,84,60,13,75.7
18211,Soja,80,61,83,89,14,71.10000000000001
18212,Soja,75,88,80,82,13,73.1
18213,Soja,64,65,88,63,11,63.6
18214,Soja,72,69,93,61,15,68.8
18215,Soja,87,68,81,80,10,73.60000000000001
18216,Soja,90,88,82,74,10,78.4
18217,Soja,95,68,76,91,15,77.39999999999999
18218,Soja,61,60,87,63,14,61.50000000000001
18219,Soja,63,89,97,78,11,71.3
18220,Soja,95,61,97,99,12,80.70000000000002
18221,Soja,74,63,100,63,14,69.9
18222,Soja,100,92,79,90,11,84.3
18223,Soja,95,86,92,97,11,84.4
18224,Soja,77,98,91,86,13,78.5
18225,Soja,75,94,76,60,10,71.0
18226,Soja,82,81,78,65,10,72.1
18227,Soja,85,95,92,87,13,81.4
18228,Soja,93,84,87,80,11,80.5
18229,Soja,89,69,94,60,12,75.4
18230,Soja,97,96,80,61,13,81.39999999999999
18231,Soja,84,93,73,80,10,75.80000000000001
18232,Soja,77,80,92,64,15,73.10000000000001
18233,Soja,62,69,94,97,12,68.30000000000001
18234,Soja,60,95,70,72,15,65.7
18235,Soja,96,86,94,81,13,83.8
18236,Soja,67,82,73,71,10,65.9
18237,Soja,84,87,99,63,10,78.1
18238,Soja,83,73,85,87,14,74.90000000000002
18239,Soja,84,71,84,82,10,73.80000000000001
18240,Soja,61,90,86,61,12,66.9
18241,Soja,94,60,86,97,13,77.8
18242,Soja,70,92,92,83,11,74.2
18243,Soja,80,69,93,67,15,72.60000000000001
18244,Soja,76,73,82,88,11,71.3
18245,Soja,100,83,73,79,13,80.4
18246,Soja,79,67,85,95,12,72.7
18247,Soja,85,73,98,61,11,75.39999999999999
18248,Soja,90,86,75,77,12,77.10000000000001
18249,Soja,89,88,93,100,13,83.10000000000001
18250,Soja,72,87,71,80,13,69.7
18251,Soja,73,71,94,74,10,70.60000000000001
18252,Soja,81,92,84,95,13,78.39999999999999
18253,Soja,79,91,83,81,10,75.5
18254,Soja,92,68,75,81,13,74.8
18255,Soja,97,95,75,61,13,80.2
18256,Soja,72,86,76,95,14,72.10000000000001
18257,Soja,92,90,96,67,11,81.8
18258,Soja,87,99,91,83,11,82.2
18259,Soja,81,66,99,81,14,74.9
18260,Soja,83,89,89,97,11,79.6
18261,Soja,87,91,86,64,13,77.9
18262,Soja,61,86,76,63,11,64.2
18263,Soja,73,60,86,80,12,67.60000000000001
18264,Soja,94,74,77,85,10,77.30000000000001
18265,Soja,75,100,75,78,10,73.8
18266,Soja,93,97,94,65,12,83.10000000000001
18267,Soja,77,78,90,84,14,74.20000000000002
18268,Soja,97,90,100,60,13,84.10000000000001
18269,Soja,99,73,70,87,14,78.30000000000001
18270,Soja,93,84,86,61,11,78.39999999999999
18271,Soja,86,84,84,65,14,75.9
18272,Soja,98,79,87,99,12,83.50000000000001
18273,Soja,95,85,95,91,10,84.1
18274,Soja,60,94,80,84,13,68.5
18275,Soja,76,79,73,92,10,71.0
18276,Soja,69,96,93,81,14,74.9
18277,Soja,81,70,95,84,10,74.80000000000001
18278,Soja,82,72,92,88,14,75.80000000000001
18279,Soja,76,81,99,76,14,75.4
18280,Soja,83,60,87,83,10,71.9
18281,Soja,69,72,96,71,10,69.3
18282,Soja,79,88,71,63,13,71.0
18283,Soja,60,95,92,95,11,72.0
18284,Soja,82,77,84,77,11,73.8
18285,Soja,89,89,80,82,14,79.00000000000001
18286,Soja,74,82,94,87,13,74.8
18287,Soja,99,93,83,63,15,82.60000000000001
18288,Soja,80,65,100,99,15,76.4
18289,Soja,95,67,77,75,13,75.6
18290,Soja,81,66,89,68,12,71.4
18291,Soja,78,62,88,62,15,68.9
18292,Soja,69,74,93,65,15,69.0
18293,Soja,87,67,70,92,11,72.5
18294,Soja,81,65,77,65,15,68.8
18295,Soja,77,65,100,92,14,74.4
18296,Soja,75,66,84,94,11,70.5
18297,Soja,98,88,71,88,14,81.2
18298,Soja,77,63,72,86,10,67.4
18299,Soja,66,90,87,80,14,71.20000000000002
